"","chk_acct","duration","credit_his","purpose","amount","saving_acct","present_emp","installment_rate","sex_status","other_debtor","present_resid","property","age","other_install","housing","n_credits","job","n_people","telephone","foreign","response"
"351","No account",9,"no credits taken/all credits paid back duly","domestic appliances",1236,"< 100 €","< 1 Y","<[20- 25)0%","female:divorced/separated/married","none","res >7Y","real estate",23,"No credits","rent","1","j_skilled employee/official","1","yes, registered under the customers name","yes","0"
"352","CC [0 - 200 €]",9,"no credits taken/all credits paid back duly","furniture/equipment",959,"< 100 €","[1 - 4) Y","<[20- 25)0%","female:divorced/separated/married","none","res_[1- res >7Y)","car or other",29,"No credits","own","1","j_skilled employee/official","1","none","no","1"
"353","No account",18,"existing credits paid back duly till now","car (used)",3229,"unknown/ no savings account","unemployed","[20- 25)","male:single","none","res >7Y","unknown / no property",38,"No credits","own","1","j_management/self-employed/highly qualified employee/ officer","1","yes, registered under the customers name","yes","0"
"354","CC < 0 €",12,"delay in paying off","radio/television",6199,"< 100 €","[1 - 4) Y",">35%","male:single","none","res_[1- res >7Y)","Savings agreement/life insurance",28,"No credits","rent","2","j_skilled employee/official","1","yes, registered under the customers name","yes","1"
"355","No account",10,"no credits taken/all credits paid back duly","education",727,"[500 - 1000)",">= 7 Y",">35%","male:single","none","res >7Y","unknown / no property",46,"No credits","for free","1","j_skilled employee/official","1","yes, registered under the customers name","yes","0"
"356","CC [0 - 200 €]",24,"no credits taken/all credits paid back duly","car (new)",1246,"< 100 €","< 1 Y",">35%","male:single","none","res_[1- res >7Y)","real estate",23,"Credit stores","own","1","j_unskilled","1","none","yes","1"
"357","No account",12,"existing credits paid back duly till now","radio/television",2331,"unknown/ no savings account",">= 7 Y","<[20- 25)0%","male:single","co-applicant","res >7Y","real estate",49,"No credits","own","1","j_skilled employee/official","1","yes, registered under the customers name","yes","0"
"358","No account",36,"all credits at this bank paid back duly","radio/television",4463,"< 100 €","[1 - 4) Y",">35%","male:single","none","res_[1- res >7Y)","car or other",26,"No credits","own","2","j_management/self-employed/highly qualified employee/ officer","1","yes, registered under the customers name","yes","1"
"359","No account",12,"no credits taken/all credits paid back duly","radio/television",776,"< 100 €","[1 - 4) Y",">35%","male:married/widowed","none","res_[1- res >7Y)","real estate",28,"No credits","own","1","j_skilled employee/official","1","none","yes","0"
"360","CC < 0 €",30,"no credits taken/all credits paid back duly","furniture/equipment",2406,"< 100 €","[4 - 7) Y",">35%","female:divorced/separated/married","none","res >7Y","real estate",23,"No credits","rent","1","j_skilled employee/official","1","none","yes","1"
"361","CC [0 - 200 €]",18,"no credits taken/all credits paid back duly","education",1239,"unknown/ no savings account","[1 - 4) Y",">35%","male:single","none","res >7Y","unknown / no property",61,"No credits","for free","1","j_skilled employee/official","1","none","yes","0"
"362","CC >= 200 €",12,"no credits taken/all credits paid back duly","radio/television",3399,"unknown/ no savings account",">= 7 Y","[20- 25)","male:single","none","res_[res >7Y- 7)","car or other",37,"No credits","own","1","j_management/self-employed/highly qualified employee/ officer","1","none","yes","0"
"363","CC >= 200 €",12,"all credits at this bank paid back duly","car (new)",2247,"< 100 €","[1 - 4) Y","[20- 25)","female:divorced/separated/married","none","res_[1- res >7Y)","car or other",36,"Credit stores","own","2","j_skilled employee/official","1","yes, registered under the customers name","yes","0"
"364","No account",6,"no credits taken/all credits paid back duly","furniture/equipment",1766,"< 100 €","[1 - 4) Y","<[20- 25)0%","male:married/widowed","none","res_[1- res >7Y)","Savings agreement/life insurance",21,"No credits","rent","1","j_skilled employee/official","1","none","yes","0"
"365","CC < 0 €",18,"no credits taken/all credits paid back duly","furniture/equipment",2473,"< 100 €","unemployed",">35%","male:single","none","res < 1Y","car or other",25,"No credits","own","1","j_unemployed","1","none","yes","1"
"366","No account",12,"no credits taken/all credits paid back duly","business",1542,"< 100 €","[4 - 7) Y","[20- 25)","male:single","none","res >7Y","car or other",36,"No credits","own","1","j_skilled employee/official","1","yes, registered under the customers name","yes","0"
"367","No account",18,"existing credits paid back duly till now","car (used)",3850,"< 100 €","[4 - 7) Y","[25- 35)","male:single","none","res < 1Y","car or other",27,"No credits","own","2","j_skilled employee/official","1","none","yes","0"
"368","CC < 0 €",18,"no credits taken/all credits paid back duly","furniture/equipment",3650,"< 100 €","< 1 Y","<[20- 25)0%","female:divorced/separated/married","none","res >7Y","car or other",22,"No credits","rent","1","j_skilled employee/official","1","none","yes","0"
"369","CC < 0 €",36,"no credits taken/all credits paid back duly","furniture/equipment",3446,"< 100 €",">= 7 Y",">35%","male:single","none","res_[1- res >7Y)","car or other",42,"No credits","own","1","j_skilled employee/official","2","none","yes","1"
"370","CC [0 - 200 €]",18,"no credits taken/all credits paid back duly","furniture/equipment",3001,"< 100 €","[4 - 7) Y","[20- 25)","female:divorced/separated/married","none","res >7Y","real estate",40,"No credits","rent","1","j_skilled employee/official","1","none","yes","0"
"371","No account",36,"no credits taken/all credits paid back duly","car (new)",3079,"unknown/ no savings account","[1 - 4) Y",">35%","male:single","none","res >7Y","real estate",36,"No credits","own","1","j_skilled employee/official","1","none","yes","0"
"372","No account",18,"existing credits paid back duly till now","radio/television",6070,"< 100 €",">= 7 Y","[25- 35)","male:single","none","res >7Y","car or other",33,"No credits","own","2","j_skilled employee/official","1","yes, registered under the customers name","yes","0"
"373","No account",10,"existing credits paid back duly till now","furniture/equipment",2146,"< 100 €","< 1 Y","<[20- 25)0%","female:divorced/separated/married","none","res_[res >7Y- 7)","real estate",23,"No credits","rent","2","j_skilled employee/official","1","none","yes","0"
"374","No account",60,"existing credits paid back duly till now","car (new)",13756,"unknown/ no savings account",">= 7 Y","[20- 25)","male:single","none","res >7Y","unknown / no property",63,"Other banks","for free","1","j_management/self-employed/highly qualified employee/ officer","1","yes, registered under the customers name","yes","0"
"375","CC [0 - 200 €]",60,"critical account in other  bank","car (used)0",14782,"[100 - 500)",">= 7 Y","[25- 35)","female:divorced/separated/married","none","res >7Y","unknown / no property",60,"Other banks","for free","2","j_management/self-employed/highly qualified employee/ officer","1","yes, registered under the customers name","yes","1"
"376","CC < 0 €",48,"critical account in other  bank","business",7685,"< 100 €","[4 - 7) Y","[20- 25)","female:divorced/separated/married","guarantor","res >7Y","car or other",37,"No credits","rent","1","j_skilled employee/official","1","none","yes","1"
"377","No account",18,"all credits at this bank paid back duly","radio/television",2320,"< 100 €","unemployed","[20- 25)","male:married/widowed","none","res_[res >7Y- 7)","real estate",34,"No credits","own","2","j_skilled employee/official","1","none","yes","0"
"378","No account",7,"all credits at this bank paid back duly","radio/television",846,"unknown/ no savings account",">= 7 Y","[25- 35)","male:single","none","res >7Y","unknown / no property",36,"No credits","for free","1","j_skilled employee/official","1","none","yes","0"
"379","CC [0 - 200 €]",36,"no credits taken/all credits paid back duly","car (new)",14318,"< 100 €",">= 7 Y",">35%","male:single","none","res_[1- res >7Y)","unknown / no property",57,"No credits","for free","1","j_management/self-employed/highly qualified employee/ officer","1","yes, registered under the customers name","yes","1"
"380","No account",6,"existing credits paid back duly till now","car (new)",362,"[100 - 500)","[1 - 4) Y",">35%","female:divorced/separated/married","none","res >7Y","car or other",52,"No credits","own","2","j_unskilled","1","none","yes","0"
"381","CC < 0 €",20,"no credits taken/all credits paid back duly","furniture/equipment",2212,"unknown/ no savings account","[4 - 7) Y",">35%","male:single","none","res >7Y","car or other",39,"No credits","own","1","j_skilled employee/official","1","yes, registered under the customers name","yes","0"
"382","CC [0 - 200 €]",18,"no credits taken/all credits paid back duly","car (used)",12976,"< 100 €","unemployed","[25- 35)","female:divorced/separated/married","none","res >7Y","unknown / no property",38,"No credits","for free","1","j_management/self-employed/highly qualified employee/ officer","1","yes, registered under the customers name","yes","1"
"383","No account",22,"no credits taken/all credits paid back duly","car (new)",1283,"unknown/ no savings account","[4 - 7) Y",">35%","female:divorced/separated/married","none","res >7Y","Savings agreement/life insurance",25,"No credits","rent","1","j_skilled employee/official","1","none","yes","0"
"384","CC >= 200 €",12,"no credits taken/all credits paid back duly","car (new)",1330,"< 100 €","< 1 Y",">35%","male:single","none","res < 1Y","real estate",26,"No credits","own","1","j_skilled employee/official","1","none","yes","0"
"385","No account",30,"all credits at this bank paid back duly","business",4272,"[100 - 500)","[1 - 4) Y","[20- 25)","male:single","none","res_[1- res >7Y)","Savings agreement/life insurance",26,"No credits","own","2","j_unskilled","1","none","yes","0"
"386","No account",18,"existing credits paid back duly till now","radio/television",2238,"< 100 €","[1 - 4) Y","[20- 25)","female:divorced/separated/married","none","res < 1Y","car or other",25,"No credits","own","2","j_skilled employee/official","1","none","yes","0"
"387","No account",18,"no credits taken/all credits paid back duly","radio/television",1126,"unknown/ no savings account","< 1 Y",">35%","female:divorced/separated/married","none","res_[1- res >7Y)","real estate",21,"No credits","rent","1","j_skilled employee/official","1","yes, registered under the customers name","yes","0"
"388","CC [0 - 200 €]",18,"existing credits paid back duly till now","furniture/equipment",7374,"< 100 €","unemployed",">35%","male:single","none","res >7Y","Savings agreement/life insurance",40,"Credit stores","own","2","j_management/self-employed/highly qualified employee/ officer","1","yes, registered under the customers name","yes","0"
"389","CC [0 - 200 €]",15,"existing credits paid back duly till now","business",2326,"[500 - 1000)","[1 - 4) Y","[20- 25)","male:single","none","res >7Y","car or other",27,"Other banks","own","1","j_skilled employee/official","1","none","yes","0"
"390","No account",9,"no credits taken/all credits paid back duly","business",1449,"< 100 €","[4 - 7) Y","[25- 35)","female:divorced/separated/married","none","res_[1- res >7Y)","car or other",27,"No credits","own","2","j_skilled employee/official","1","none","yes","0"
"391","No account",18,"no credits taken/all credits paid back duly","car (new)",1820,"< 100 €","[1 - 4) Y","[20- 25)","male:married/widowed","none","res_[1- res >7Y)","Savings agreement/life insurance",30,"No credits","own","1","j_management/self-employed/highly qualified employee/ officer","1","yes, registered under the customers name","yes","0"
"392","CC [0 - 200 €]",12,"no credits taken/all credits paid back duly","furniture/equipment",983,">= 1000 €","< 1 Y","<[20- 25)0%","female:divorced/separated/married","none","res >7Y","real estate",19,"No credits","rent","1","j_unskilled","1","none","yes","0"
"393","CC < 0 €",36,"no credits taken/all credits paid back duly","car (new)",3249,"< 100 €","[4 - 7) Y","[20- 25)","male:single","none","res >7Y","unknown / no property",39,"Other banks","for free","1","j_management/self-employed/highly qualified employee/ officer","2","yes, registered under the customers name","yes","0"
